Cancer,Articles,Country,ASR
Testicular cancer,0.903041825095057,Chile,2.791840381179273
Throat cancer,0.0,Chile,0.2568493150684931
Thyroid cancer,2.1387832699619773,Chile,1.6751042287075637
Uterine cancer,1.473384030418251,Chile,2.5312686122692076
Vaginal cancer,0.2376425855513308,Chile,0.11911852293031565
Vulvar cancer,0.14258555133079848,Chile,0.22334723049434183
Anal cancer,0.054549962806843544,Iran,0.14206097694241065
Bladder cancer,2.0133895363253163,Iran,3.879357447273522
Brain cancer,4.5722787007190675,Iran,3.4422467489891813
Breast cancer,30.10662038184974,Iran,16.664845372090483
Cervical cancer,3.778824696255889,Iran,1.365970932138564
Colon cancer,3.6449293330027275,Iran,5.1906895421265435
Colorectal cancer,11.698487478303992,Iran,7.594798382690416
Esophageal cancer,1.8646169104884702,Iran,2.1309146541361597
Gallbladder cancer,0.06446813786263328,Iran,0.32783302371325534
Hodgkin lymphoma,0.6198859409868585,Iran,1.0381379084253086
Kaposi sarcoma,0.07934540044631788,Iran,0.10381379084253087
Kidney cancer,1.200099181750558,Iran,1.2566932575674787
Laryngeal cancer,0.25291346392263825,Iran,1.6391651185662768
Leukemia,9.754525167369204,Iran,4.04327395913015
Liver cancer,3.2680386808827175,Iran,3.4968855862747237
Lung cancer,4.314406149268534,Iran,6.61129931155065
Mesothelioma,0.13389536325316143,Iran,0.02731941864277128
Mouth cancer,0.01983635011157947,Iran,0.7649437219975959
Multiple myeloma,1.0612447309695017,Iran,0.7649437219975959
Non-Hodgkin lymphoma,0.7289858666005455,Iran,2.1855534914217025
Ovarian cancer,2.9407389040416563,Iran,2.2948311659927874
Pancreatic cancer,1.5472353087031987,Iran,2.1309146541361597
Penile cancer,0.024795437639474338,Iran,0.04371106982843405
Prostate cancer,5.623605256632779,Iran,11.911266528248278
Rectal cancer,0.7636994792958096,Iran,2.2401923287072445
Salivary gland cancer,0.014877262583684603,Iran,0.16938039558518195
Skin cancer,4.820233077113811,Iran,2.884930608676647
Stomach cancer,1.686089759484255,Iran,10.599934433395255
Testicular cancer,0.20332258864368957,Iran,0.7649437219975959
Throat cancer,0.0,Iran,0.2895858376133756
Thyroid cancer,2.206793949913216,Iran,2.1855534914217025
Uterine cancer,0.8727994049094967,Iran,1.6938039558518194
Vaginal cancer,0.03967270022315894,Iran,0.06556660474265107
Vulvar cancer,0.024795437639474338,Iran,0.05463883728554256
Anal cancer,0.1098993997802012,Austria,0.31814895155459155
Bladder cancer,2.8573843942852313,Austria,2.371655820679682
Brain cancer,4.877842590244315,Austria,1.5328994938539409
Breast cancer,15.91850536816299,Austria,20.101229211858282
Cervical cancer,2.823569194352862,Austria,1.7064352856109908
Colon cancer,2.155718995688562,Austria,3.9045553145336234
Colorectal cancer,5.858483388283033,Austria,6.305133767172814
Esophageal cancer,0.7439343985121312,Austria,0.723065798987708
Gallbladder cancer,0.1606221996787556,Austria,0.16775126536514823
Hodgkin lymphoma,0.5156817989686364,Austria,0.46276211135213313
Kaposi sarcoma,0.0591765998816468,Austria,0.01446131597975416
Kidney cancer,3.127905993744188,Austria,2.255965292841649
Laryngeal cancer,0.126806999746386,Austria,0.5206073752711498
Leukemia,14.067123171865754,Austria,2.140274765003616
Liver cancer,3.254712993490574,Austria,1.4172089660159077
Lung cancer,6.475610787048779,Austria,7.866955892986263
Mesothelioma,0.7946571984106856,Austria,0.15907447577729578
Mouth cancer,0.0,Austria,0.9833694866232828
Multiple myeloma,2.5107785949784427,Austria,0.6941431670281997
Non-Hodgkin lymphoma,1.6146757967706484,Austria,2.4584237165582072
Ovarian cancer,4.429791191140418,Austria,2.2270426608821405
Pancreatic cancer,1.9950967960098065,Austria,2.718727404193782
Penile cancer,0.1521683996956632,Austria,0.22848879248011572
Prostate cancer,9.15546538168907,Austria,17.642805495300074
Rectal cancer,1.183531997632936,Austria,2.1113521330441074
Salivary gland cancer,0.0760841998478316,Austria,0.17353579175704992
Skin cancer,10.896948178206104,Austria,8.676789587852497
Stomach cancer,0.2367063995265872,Austria,1.5618221258134493
Testicular cancer,0.63403499873193,Austria,2.3138105567606657
Throat cancer,0.0084537999830924,Austria,0.9110629067245121
Thyroid cancer,1.3441541973116915,Austria,2.0245842371655822
Uterine cancer,1.3610617972778765,Austria,2.8054953000723066
Vaginal cancer,0.042268999915462,Austria,0.09544468546637745
Vulvar cancer,0.4311437991377124,Austria,0.40491684743311646
Anal cancer,0.1545595054095827,Peru,0.2602020902901253
Bladder cancer,0.46367851622874806,Peru,0.997441346112147
Brain cancer,2.7820710973724885,Peru,1.2576434364022724
Breast cancer,21.020092735703244,Peru,17.043236914003206
Cervical cancer,10.97372488408037,Peru,10.36471659655666
Colon cancer,3.091190108191654,Peru,3.729563294158463
Colorectal cancer,5.7187017001545595,Peru,4.943839715512381
Esophageal cancer,1.0819165378670788,Peru,0.3556095233965046
Gallbladder cancer,0.7727975270479135,Peru,1.1275423912572098
Hodgkin lymphoma,2.3183925811437405,Peru,0.5204041805802506
Kaposi sarcoma,1.2364760432766615,Peru,0.34259941888199835
Kidney cancer,0.7727975270479135,Peru,2.168350752417711
Laryngeal cancer,0.1545595054095827,Peru,0.25152868728045447
Leukemia,7.418856259659969,Peru,3.512728218916692
Liver cancer,3.400309119010819,Peru,2.124983737369357
Lung cancer,6.182380216383308,Peru,2.948957023288087
Mesothelioma,0.6182380216383307,Peru,0.06938722407736675
Mouth cancer,0.0,Peru,0.7372392558220218
Multiple myeloma,0.6182380216383307,Peru,0.954074331063793
Non-Hodgkin lymphoma,4.636785162287481,Peru,4.163233444642005
Ovarian cancer,2.009273570324575,Peru,2.5152868728045448
Pancreatic cancer,1.0819165378670788,Peru,1.7780476169825228
Penile cancer,0.6182380216383307,Peru,0.5637711956286049
Prostate cancer,4.1731066460587325,Peru,17.390173034390042
Rectal cancer,2.1638330757341575,Peru,0.954074331063793
Salivary gland cancer,0.0,Peru,0.25152868728045447
Skin cancer,6.955177743431221,Peru,4.076499414545297
Stomach cancer,4.636785162287481,Peru,6.201483151914654
Testicular cancer,0.7727975270479135,Peru,1.6913135868858147
Throat cancer,0.0,Peru,0.43800685198837763
Thyroid cancer,2.7820710973724885,Peru,2.732121948046316
Uterine cancer,1.2364760432766615,Peru,2.8188559781430245
Vaginal cancer,0.1545595054095827,Peru,0.19515156771759398
Vulvar cancer,0.0,Peru,0.5204041805802506
Anal cancer,0.0,Mauritania,0.5597760895641742
Bladder cancer,0.0,Mauritania,1.5327202452352386
Brain cancer,66.66666666666667,Mauritania,0.866320138611222
Breast cancer,33.333333333333336,Mauritania,22.990803678528582
Cervical cancer,0.0,Mauritania,18.85912301745968
Colon cancer,0.0,Mauritania,2.132480341196854
Colorectal cancer,0.0,Mauritania,4.131680661068905
Esophageal cancer,0.0,Mauritania,1.1995201919232306
Gallbladder cancer,0.0,Mauritania,0.29321604691456743
Hodgkin lymphoma,0.0,Mauritania,0.3465280554444888
Kaposi sarcoma,0.0,Mauritania,0.36652005864320936
Kidney cancer,0.0,Mauritania,0.7996801279488203
Laryngeal cancer,0.0,Mauritania,0.433160069305611
Leukemia,0.0,Mauritania,0.9996001599360254
Liver cancer,0.0,Mauritania,6.1975209916033585
Lung cancer,0.0,Mauritania,1.2661602025856322
Mesothelioma,0.0,Mauritania,0.0
Mouth cancer,0.0,Mauritania,1.1328801812608287
Multiple myeloma,0.0,Mauritania,0.6664001066240169
Non-Hodgkin lymphoma,0.0,Mauritania,1.732640277222444
Ovarian cancer,0.0,Mauritania,3.198720511795281
Pancreatic cancer,0.0,Mauritania,1.1995201919232306
Penile cancer,0.0,Mauritania,0.0
Prostate cancer,0.0,Mauritania,17.65960282553645
Rectal cancer,0.0,Mauritania,1.4660802345728374
Salivary gland cancer,0.0,Mauritania,0.5464480874316939
Skin cancer,0.0,Mauritania,1.8992403038784482
Stomach cancer,0.0,Mauritania,3.465280554444888
Testicular cancer,0.0,Mauritania,0.24656803945088626
Throat cancer,0.0,Mauritania,0.39984006397441013
Thyroid cancer,0.0,Mauritania,0.7330401172864187
Uterine cancer,0.0,Mauritania,1.7992802878848457
Vaginal cancer,0.0,Mauritania,0.3065440490470478
Vulvar cancer,0.0,Mauritania,0.5731040916966545
Anal cancer,0.04645001462315275,South Korea,0.11076361740943444
Bladder cancer,1.605106060866723,South Korea,1.5962991920771437
Brain cancer,3.507836289504017,South Korea,0.9447485014334114
Breast cancer,16.032136528635572,South Korea,20.03518373729476
Cervical cancer,3.4785899840005503,South Korea,2.8016679697680478
Colon cancer,4.755105200681267,South Korea,4.951785248892363
Colorectal cancer,8.00660622430196,South Korea,8.63304665102945
Esophageal cancer,0.8223372959210006,South Korea,0.7167057597081053
Gallbladder cancer,0.5763242555094878,South Korea,0.8470158978368516
Hodgkin lymphoma,0.4300927279921551,South Korea,0.17591868647380765
Kaposi sarcoma,0.048170385535121374,South Korea,0.0162887672660933
Kidney cancer,1.9973506287955682,South Korea,1.62887672660933
Laryngeal cancer,0.17891857484473653,South Korea,0.3583528798540527
Leukemia,5.309064634335162,South Korea,1.791764399270263
Liver cancer,10.198358766149981,South Korea,4.463122230909565
Lung cancer,14.90357321038416,South Korea,8.53531404743289
Mesothelioma,0.24085192767560687,South Korea,0.06189731561115454
Mouth cancer,0.005161112735905861,South Korea,0.5212405525149856
Multiple myeloma,1.2300652020575635,South Korea,0.5863956215793588
Non-Hodgkin lymphoma,1.4313485987578922,South Korea,1.8569194683346362
Ovarian cancer,3.146558397990607,South Korea,2.117539744592129
Pancreatic cancer,2.7629156846216043,South Korea,2.443315089913995
Penile cancer,0.03268704732740379,South Korea,0.0651550690643732
Prostate cancer,4.832521891719855,South Korea,9.545217617930675
Rectal cancer,2.5719545133930874,South Korea,3.583528798540526
Salivary gland cancer,0.061933352830870335,South Korea,0.19872296064633826
Skin cancer,4.586508851308342,South Korea,1.4431847797758663
Stomach cancer,1.8838061486056394,South Korea,8.795934323690382
Testicular cancer,0.051611127359058616,South Korea,0.3909304143862392
Throat cancer,0.0,South Korea,0.5798801146729214
Thyroid cancer,3.992980886679168,South Korea,7.557988011467291
Uterine cancer,1.187055929258348,South Korea,2.4758926244461814
Vaginal cancer,0.034407418239372406,South Korea,0.05538180870471722
Vulvar cancer,0.051611127359058616,South Korea,0.1140213708626531
Anal cancer,0.0,Rwanda,0.18194763072541728
Bladder cancer,1.8518518518518519,Rwanda,0.6407720908155999
Brain cancer,3.7037037037037037,Rwanda,1.265722648524642
Breast cancer,25.925925925925927,Rwanda,12.815441816312
Cervical cancer,37.03703703703704,Rwanda,14.95134878569733
Colon cancer,0.0,Rwanda,1.5030456451230123
Colorectal cancer,5.555555555555555,Rwanda,3.322521952377185
Esophageal cancer,0.0,Rwanda,1.5821533106558023
Gallbladder cancer,0.0,Rwanda,0.0
Hodgkin lymphoma,3.7037037037037037,Rwanda,0.5141998259631357
Kaposi sarcoma,0.0,Rwanda,0.9492919863934814
Kidney cancer,0.0,Rwanda,0.632861324262321
Laryngeal cancer,0.0,Rwanda,0.7357012894549482
Leukemia,7.407407407407407,Rwanda,1.977691638319753
Liver cancer,0.0,Rwanda,3.8762756111067165
Lung cancer,0.0,Rwanda,2.2150146349181234
Mesothelioma,0.0,Rwanda,0.0
Mouth cancer,0.0,Rwanda,0.8701843208606914
Multiple myeloma,0.0,Rwanda,0.5774859583893679
Non-Hodgkin lymphoma,0.0,Rwanda,2.3732299659837035
Ovarian cancer,1.8518518518518519,Rwanda,3.1643066213116047
Pancreatic cancer,3.7037037037037037,Rwanda,0.5774859583893679
Penile cancer,1.8518518518518519,Rwanda,2.056799303852543
Prostate cancer,1.8518518518518519,Rwanda,28.795190253935605
Rectal cancer,0.0,Rwanda,1.7403686417213828
Salivary gland cancer,0.0,Rwanda,0.2610552962582074
Skin cancer,3.7037037037037037,Rwanda,2.033067004192706
Stomach cancer,1.8518518518518519,Rwanda,6.486828573688789
Testicular cancer,0.0,Rwanda,0.3480737283442765
Throat cancer,0.0,Rwanda,0.5933074914959259
Thyroid cancer,0.0,Rwanda,0.7119689897951111
Uterine cancer,0.0,Rwanda,0.9492919863934814
Vaginal cancer,0.0,Rwanda,0.1898583972786963
Vulvar cancer,0.0,Rwanda,1.1075073174590617
Anal cancer,0.0,Philippines,0.09620780886715305
Bladder cancer,0.28169014084507044,Philippines,0.8418183275875891
Brain cancer,4.788732394366197,Philippines,0.9620780886715304
Breast cancer,20.281690140845072,Philippines,24.1722119778722
Cervical cancer,11.830985915492958,Philippines,6.213420989336968
Colon cancer,2.535211267605634,Philippines,5.411689248777359
Colorectal cancer,12.95774647887324,Philippines,8.33801010181993
Esophageal cancer,0.0,Philippines,0.5612122183917261
Gallbladder cancer,0.5633802816901409,Philippines,0.14030305459793152
Hodgkin lymphoma,0.28169014084507044,Philippines,0.21646756995109437
Kaposi sarcoma,0.0,Philippines,0.004008658702798044
Kidney cancer,1.1267605633802817,Philippines,1.1625110238114327
Laryngeal cancer,0.28169014084507044,Philippines,0.8017317405596087
Leukemia,6.47887323943662,Philippines,2.645714743846709
Liver cancer,4.507042253521127,Philippines,4.970736791469574
Lung cancer,8.732394366197184,Philippines,9.620780886715306
Mesothelioma,0.0,Philippines,0.02806061091958631
Mouth cancer,0.0,Philippines,0.7616451535316283
Multiple myeloma,0.5633802816901409,Philippines,0.3728052593602181
Non-Hodgkin lymphoma,0.28169014084507044,Philippines,1.9642427643710416
Ovarian cancer,3.0985915492957745,Philippines,4.690130682273711
Pancreatic cancer,1.1267605633802817,Philippines,1.6435500681471977
Penile cancer,0.0,Philippines,0.1282770784895374
Prostate cancer,4.788732394366197,Philippines,9.660867473743286
Rectal cancer,2.535211267605634,Philippines,2.8060610919586306
Salivary gland cancer,0.0,Philippines,0.2685801330874689
Skin cancer,3.0985915492957745,Philippines,0.6814719794756674
Stomach cancer,0.5633802816901409,Philippines,1.6836366551751782
Testicular cancer,0.0,Philippines,0.3086667201154494
Throat cancer,0.0,Philippines,1.7197145835003607
Thyroid cancer,7.042253521126761,Philippines,2.9263208530425717
Uterine cancer,2.2535211267605635,Philippines,3.9685721157700633
Vaginal cancer,0.0,Philippines,0.08819049146155696
Vulvar cancer,0.0,Philippines,0.14030305459793152
Anal cancer,0.10319917440660474,Serbia,0.18106800439312534
Bladder cancer,2.2703818369453046,Serbia,3.7104099260886336
